Name;Date;Province;Type;Moved Date From
Día de Todos los Santos;02-11-2009;Alicante;Nacional;01-11-2009
Día de la Constitución Española;07-12-2009;Alicante;Nacional;06-12-2009
Inmaculada Concepción;08-12-2009;Alicante;Nacional;
Año nuevo;01-01-2008;Alicante;Nacional;
Epifanía del Señor;07-01-2008;Alicante;Nacional;06-01-2008
San José;19-03-2008;Alicante;Autonómica;
Fiesta del Trabajo;01-05-2008;Alicante;Autonómica;
Santa Faz;05-05-2008;Alicante;Local;
San Juan;24-06-2008;Alicante;Local;
Asunción de la Virgen;15-08-2008;Alicante;Nacional;
Fiesta Nacional Española;13-10-2008;Alicante;Nacional;12-10-2008
Día de Todos los Santos;01-11-2008;Alicante;Nacional;
Día de la Constitución Española;06-12-2008;Alicante;Nacional;
Inmaculada Concepción;08-12-2008;Alicante;Nacional;
Año nuevo;01-01-2007;Alicante;Nacional;
Epifanía del Señor;06-01-2007;Alicante;Nacional;
San José;19-03-2007;Alicante;Autonómica;
Fiesta del Trabajo;01-05-2007;Alicante;Autonómica;
Santa Faz;05-05-2007;Alicante;Local;
San Juan;25-06-2007;Alicante;Local;24-06-2007
Asunción de la Virgen;15-08-2007;Alicante;Nacional;
Fiesta Nacional Española;12-10-2007;Alicante;Nacional;
Día de Todos los Santos;01-11-2007;Alicante;Nacional;
Día de la Constitución Española;06-12-2007;Alicante;Nacional;
Inmaculada Concepción;08-12-2007;Alicante;Nacional;
Año nuevo;02-01-2006;Alicante;Nacional;01-01-2006
Epifanía del Señor;06-01-2006;Alicante;Nacional;
San José;20-03-2006;Alicante;Autonómica;19-03-2006
Fiesta del Trabajo;01-05-2006;Alicante;Autonómica;
Santa Faz;05-05-2006;Alicante;Local;
San Juan;24-06-2006;Alicante;Local;
Asunción de la Virgen;15-08-2006;Alicante;Nacional;
Fiesta Nacional Española;12-10-2006;Alicante;Nacional;
Día de Todos los Santos;01-11-2006;Alicante;Nacional;
Día de la Constitución Española;06-12-2006;Alicante;Nacional;
Inmaculada Concepción;08-12-2006;Alicante;Nacional;
Año nuevo;01-01-2019;Almería;Nacional;
Epifanía del Señor;07-01-2019;Almería;Autonómica;06-01-2019
Día de Andalucía;28-02-2019;Almería;Autonómica;
Viernes Santo;19-04-2019;Almería;Nacional;
Jueves Santo;18-04-2019;Almería;Autonómica;
Fiesta del Trabajo;01-05-2019;Almería;Nacional;
San Juan;24-06-2019;Almería;Local;
Asunción de la Virgen;15-08-2019;Almería;Nacional;
Virgen del Mar;24-08-2019;Almería;Local;
Fiesta Nacional Española;12-10-2019;Almería;Nacional;
;01-11-2019;Almería;Nacional;
Día de la Constitución Española;06-12-2019;Almería;Nacional;
Natividad del Señor;25-12-2019;Almería;Nacional;
Inmaculada Concepción;09-12-2019;Almería;Autonómica;08-12-2019
Año nuevo;01-01-2018;Almería;Nacional;
Epifanía del Señor;06-01-2018;Almería;Nacional;
Día de Andalucía;28-02-2018;Almería;Autonómica;
Viernes Santo;30-03-2018;Almería;Nacional;
Jueves Santo;29-03-2018;Almería;Autonómica;
Fiesta del Trabajo;01-05-2018;Almería;Nacional;
San Juan;25-06-2018;Almería;Local;24-06-2018
Asunción de la Virgen;15-08-2018;Almería;Nacional;
Virgel del Mar;25-08-2018;Almería;Local;
Fiesta Nacional Española;12-10-2018;Almería;Nacional;
Día de Todos los Santos;01-11-2018;Almería;Nacional;
Día de la Constitución Española;06-12-2018;Almería;Nacional;
Inmaculada Concepción;08-12-2018;Almería;Nacional;
Navidad;25-12-2018;Almería;Nacional;
Epifanía del Señor;06-01-2017;Almería;Nacional;
Año Nuevo;02-01-2017;Almería;Autonómica;01-01-2017
Día de Andalucía;28-02-2017;Almería;Autonómica;
Viernes Santo;14-04-2017;Almería;Nacional;
Jueves Santo;13-04-2017;Almería;Autonómica;
Día del Trabajo;01-05-2017;Almería;Nacional;
Asunción de la Virgen;15-08-2017;Almería;Nacional;
Virgen del Mar;26-08-2017;Almería;Local;
Fiesta Nacional Española;12-10-2017;Almería;Nacional;
Día de Todos los Santos;01-11-2017;Almería;Nacional;
Día de la Constitución Española;06-12-2017;Almería;Nacional;
Inmaculada Concepción;08-12-2017;Almería;Nacional;
Natividad del Señor;25-12-2017;Almería;Nacional;
Día del Pendón;26-12-2017;Almería;Local;
Año nuevo;01-01-2016;Almería;Nacional;
Epifanía del Señor;06-01-2016;Almería;Nacional;
Día de Andalucía;29-02-2016;Almería;Autonómica;28-02-2016
Viernes Santo;25-03-2016;Almería;Nacional;
Jueves Santo;24-03-2016;Almería;Autonómica;
Día del trabajo;02-05-2016;Almería;Autonómica;01-05-2016
San Juan;24-06-2016;Almería;Local;
Asunción de la Virgen;15-08-2016;Almería;Nacional;
Virgen del Mar;27-08-2016;Almería;Local;
Fiesta Nacional Española;12-10-2016;Almería;Nacional;
Día de Todos los Santos;01-11-2016;Almería;Nacional;
Día de la Constitución Española;06-12-2016;Almería;Nacional;
Inmaculada Concepción;08-12-2016;Almería;Nacional;
Natividad del Señor;26-12-2016;Almería;Autonómica;25-12-2016
Año nuevo;01-01-2015;Almería;Nacional;
Epifanía del Señor;06-01-2015;Almería;Nacional;
Día de Andalucía;28-02-2015;Almería;Autonómica;
Viernes Santo;03-04-2015;Almería;Nacional;
Jueves Santo;02-04-2015;Almería;Autonómica;
Día del trabajo;01-05-2015;Almería;Autonómica;
San Juan;24-06-2015;Almería;Local;
Asunción de la Virgen;15-08-2015;Almería;Nacional;
Virgen del mar;29-08-2015;Almería;Local;
Fiesta Nacional Española;12-10-2015;Almería;Nacional;
Día de Todos los Santos;02-11-2015;Almería;Nacional;01-11-2015
Día de la Constitución Española;07-12-2015;Almería;Nacional;06-12-2015
Inmaculada Concepción;08-12-2015;Almería;Nacional;
Natividad del Señor;25-12-2015;Almería;Autonómica;
Año nuevo;01-01-2014;Almería;Nacional;
Epifanía del Señor;06-01-2014;Almería;Nacional;
Día de Andalucía;28-02-2014;Almería;Autonómica;
Viernes Santo;18-04-2014;Almería;Nacional;
Jueves Santo;17-04-2014;Almería;Autonómica;
Día del trabajo;01-05-2014;Almería;Autonómica;
San Juan;24-06-2014;Almería;Local;
Asunción de la Virgen;15-08-2014;Almería;Nacional;
Virgen del Mar;30-08-2014;Almería;Local;
Fiesta Nacional Española;13-10-2014;Almería;Nacional;12-10-2014
Día de Todos los Santos;01-11-2014;Almería;Nacional;
Día de la Constitución Española;06-12-2014;Almería;Nacional;
Inmaculada Concepción;08-12-2014;Almería;Nacional;
Natividad del Señor;25-12-2014;Almería;Autonómica;
Año nuevo;01-01-2013;Almería;Nacional;
Epifanía del Señor;07-01-2013;Almería;Nacional;06-01-2013
Día de Andalucía;28-02-2013;Almería;Autonómica;
Viernes Santo;29-03-2013;Almería;Nacional;
Jueves Santo;28-03-2013;Almería;Autonómica;
Día del trabajo;01-05-2013;Almería;Autonómica;
San Juan;24-06-2013;Almería;Local;
Asunción de la Virgen;15-08-2013;Almería;Nacional;
Virgen del Mar;24-08-2013;Almería;Local;
Fiesta Nacional Española;12-10-2013;Almería;Nacional;
Día de Todos los Santos;01-11-2013;Almería;Nacional;
Día de la Constitución Española;06-12-2013;Almería;Nacional;
Inmaculada Concepción;09-12-2013;Almería;Nacional;08-12-2013
Natividad del Señor;25-12-2013;Almería;Autonómica;
Epifanía del Señor;06-01-2012;Almería;Nacional;
Año nuevo (Traslado);02-01-2012;Almería;Autonómica;
Día de Andalucía;28-02-2012;Almería;Autonómica;
Viernes Santo;06-04-2012;Almería;Nacional;
Jueves Santo;05-04-2012;Almería;Autonómica;
Día del trabajo;01-05-2012;Almería;Autonómica;
Asunción de la Virgen;15-08-2012;Almería;Nacional;
Fiesta Local;25-08-2012;Almería;Local;
Fiesta Nacional Española;12-10-2012;Almería;Nacional;
Día de Todos los Santos;01-11-2012;Almería;Nacional;
Día de la Constitución Española;06-12-2012;Almería;Nacional;
Inmaculada Concepción;08-12-2012;Almería;Nacional;
Natividad del Señor;25-12-2012;Almería;Autonómica;
Fiesta Local;26-12-2012;Almería;Local;
Año nuevo;01-01-2011;Almería;Nacional;
Epifanía del Señor;06-01-2011;Almería;Nacional;
Día de Andalucía;28-02-2011;Almería;Autonómica;
;22-04-2011;Almería;Nacional;
Jueves Santo;21-04-2011;Almería;Autonómica;
Día del trabajo;02-05-2011;Almería;Autonómica;01-05-2011
San Juan;24-06-2011;Almería;Local;
Asunción de la Virgen;15-08-2011;Almería;Nacional;
Virgen del Mar;27-08-2011;Almería;Local;
Fiesta Nacional Española;12-10-2011;Almería;Nacional;
Día de Todos los Santos;01-11-2011;Almería;Nacional;
Día de la Constitución Española;06-12-2011;Almería;Nacional;
Inmaculada Concepción;08-12-2011;Almería;Nacional;
Natividad del Señor;26-12-2011;Almería;Autonómica;25-12-2011
Año nuevo;01-01-2010;Almería;Nacional;
Epifanía del Señor;06-01-2010;Almería;Nacional;
Día del trabajo;01-05-2010;Almería;Autonómica;
San Juan;24-06-2010;Almería;Local;
Asunción de la Virgen;16-08-2010;Almería;Nacional;15-08-2010
Virgen del Mar;27-08-2010;Almería;Local;
Fiesta Nacional Española;12-10-2010;Almería;Nacional;
Día de Todos los Santos;01-11-2010;Almería;Nacional;
Día de la Constitución Española;06-12-2010;Almería;Nacional;
Inmaculada Concepción;08-12-2010;Almería;Nacional;
Natividad del Señor;25-12-2010;Almería;Autonómica;
Año nuevo;01-01-2009;Almería;Nacional;
Epifanía del Señor;06-01-2009;Almería;Nacional;
Día de Andalucía;28-02-2009;Almería;Autonómica;
Día del trabajo;01-05-2009;Almería;Autonómica;
San Juan;24-06-2009;Almería;Local;
Asunción de la Virgen;15-08-2009;Almería;Nacional;
Virgen del Mar;27-08-2009;Almería;Local;
Fiesta Nacional Española;12-10-2009;Almería;Nacional;
Día de Todos los Santos;02-11-2009;Almería;Nacional;01-11-2009
Día de la Constitución Española;07-12-2009;Almería;Nacional;06-12-2009
Inmaculada Concepción;08-12-2009;Almería;Nacional;
Natividad del Señor;25-12-2009;Almería;Autonómica;
Año nuevo;01-01-2008;Almería;Nacional;
Epifanía del Señor;07-01-2008;Almería;Nacional;06-01-2008
Día de Andalucía;28-02-2008;Almería;Autonómica;
Día del trabajo;01-05-2008;Almería;Autonómica;
San Juan;24-06-2008;Almería;Local;
Asunción de la Virgen;15-08-2008;Almería;Nacional;
Virgen del Mar;27-08-2008;Almería;Local;
Fiesta Nacional Española;13-10-2008;Almería;Nacional;12-10-2008
Día de Todos los Santos;01-11-2008;Almería;Nacional;
Día de la Constitución Española;06-12-2008;Almería;Nacional;
Inmaculada Concepción;08-12-2008;Almería;Nacional;
Natividad del Señor;25-12-2008;Almería;Autonómica;
Año nuevo;01-01-2007;Almería;Nacional;
Epifanía del Señor;06-01-2007;Almería;Nacional;
Día de Andalucía;28-02-2007;Almería;Autonómica;
Día del trabajo;01-05-2007;Almería;Autonómica;
San Juan;25-06-2007;Almería;Local;24-06-2007
Asunción de la Virgen;15-08-2007;Almería;Nacional;
Virgen del Mar;27-08-2007;Almería;Local;
Fiesta Nacional Española;12-10-2007;Almería;Nacional;
Día de Todos los Santos;01-11-2007;Almería;Nacional;
Día de la Constitución Española;06-12-2007;Almería;Nacional;
Inmaculada Concepción;08-12-2007;Almería;Nacional;
Natividad del Señor;25-12-2007;Almería;Autonómica;
Año nuevo;02-01-2006;Almería;Nacional;01-01-2006
Epifanía del Señor;06-01-2006;Almería;Nacional;
Día de Andalucía;28-02-2006;Almería;Autonómica;
Día del trabajo;01-05-2006;Almería;Autonómica;
San Juan;24-06-2006;Almería;Local;
Asunción de la Virgen;15-08-2006;Almería;Nacional;
Virgen del Mar;28-08-2006;Almería;Local;27-08-2006
Fiesta Nacional Española;12-10-2006;Almería;Nacional;
Día de Todos los Santos;01-11-2006;Almería;Nacional;
Día de la Constitución Española;06-12-2006;Almería;Nacional;
Inmaculada Concepción;08-12-2006;Almería;Nacional;
Natividad del Señor;25-12-2006;Almería;Autonómica;
Año nuevo;01-01-2019;Asturias;Nacional;
Epifanía del Señor;07-01-2019;Asturias;Autonómica;06-01-2019
Viernes Santo;19-04-2019;Asturias;Nacional;
Jueves Santo;18-04-2019;Asturias;Autonómica;
Fiesta del Trabajo;01-05-2019;Asturias;Nacional;
Asunción de la Virgen;15-08-2019;Asturias;Nacional;
Día de Asturias;09-09-2019;Asturias;Autonómica;08-09-2019
Fiesta Nacional Española;12-10-2019;Asturias;Nacional;
;01-11-2019;Asturias;Nacional;
Día de la Constitución Española;06-12-2019;Asturias;Nacional;
Natividad del Señor;25-12-2019;Asturias;Nacional;
Inmaculada Concepción;09-12-2019;Asturias;Autonómica;08-12-2019
Año nuevo;01-01-2018;Asturias;Nacional;
Epifanía del Señor;06-01-2018;Asturias;Nacional;
Viernes Santo;30-03-2018;Asturias;Nacional;
Jueves Santo;29-03-2018;Asturias;Autonómica;
Fiesta del Trabajo;01-05-2018;Asturias;Nacional;
Asunción de la Virgen;15-08-2018;Asturias;Nacional;
Día de Asturias;08-09-2018;Asturias;Autonómica;
San Mateo;21-09-2018;Asturias;Local;
Fiesta Nacional Española;12-10-2018;Asturias;Nacional;
Día de Todos los Santos;01-11-2018;Asturias;Nacional;
Día de la Constitución Española;06-12-2018;Asturias;Nacional;
Inmaculada Concepción;08-12-2018;Asturias;Nacional;
Navidad;25-12-2018;Asturias;Nacional;
Epifanía del Señor;06-01-2017;Asturias;Nacional;
Año Nuevo;02-01-2017;Asturias;Autonómica;01-01-2017
Viernes Santo;14-04-2017;Asturias;Nacional;
Jueves Santo;13-04-2017;Asturias;Autonómica;
Día del Trabajo;01-05-2017;Asturias;Nacional;
Asunción de la Virgen;15-08-2017;Asturias;Nacional;
Día de Asturias;08-09-2017;Asturias;Autonómica;
San Mateo;21-09-2017;Asturias;Local;
Fiesta Nacional Española;12-10-2017;Asturias;Nacional;
Día de Todos los Santos;01-11-2017;Asturias;Nacional;
Día de la Constitución Española;06-12-2017;Asturias;Nacional;
Inmaculada Concepción;08-12-2017;Asturias;Nacional;
Natividad del Señor;25-12-2017;Asturias;Nacional;
Año nuevo;01-01-2016;Asturias;Nacional;
Epifanía del Señor;06-01-2016;Asturias;Nacional;
Viernes Santo;25-03-2016;Asturias;Nacional;
Jueves Santo;24-03-2016;Asturias;Autonómica;
Día del trabajo;02-05-2016;Asturias;Autonómica;01-05-2016
Asunción de la Virgen;15-08-2016;Asturias;Nacional;
Día de Asturias;08-09-2016;Asturias;Autonómica;
Fiesta Nacional Española;12-10-2016;Asturias;Nacional;
Día de Todos los Santos;01-11-2016;Asturias;Nacional;
Día de la Constitución Española;06-12-2016;Asturias;Nacional;
Inmaculada Concepción;08-12-2016;Asturias;Nacional;
Natividad del Señor;26-12-2016;Asturias;Autonómica;25-12-2016
Año nuevo;01-01-2015;Asturias;Nacional;
Epifanía del Señor;06-01-2015;Asturias;Nacional;
Viernes Santo;03-04-2015;Asturias;Nacional;
Jueves Santo;02-04-2015;Asturias;Autonómica;
Fiesta del Trabajo;01-05-2015;Asturias;Autonómica;
Asunción de la Virgen;15-08-2015;Asturias;Nacional;
Día de Asturias;08-09-2015;Asturias;Autonómica;
Fiesta Nacional Española;12-10-2015;Asturias;Nacional;
Día de Todos los Santos;02-11-2015;Asturias;Nacional;01-11-2015
Día de la Constitución Española;07-12-2015;Asturias;Nacional;06-12-2015
Inmaculada Concepción;08-12-2015;Asturias;Nacional;
Natividad del Señor;25-12-2015;Asturias;Autonómica;
Año nuevo;01-01-2014;Asturias;Nacional;
Epifanía del Señor;06-01-2014;Asturias;Nacional;
Viernes Santo;18-04-2014;Asturias;Nacional;
Jueves Santo;17-04-2014;Asturias;Autonómica;
Fiesta del Trabajo;01-05-2014;Asturias;Autonómica;
Asunción de la Virgen;15-08-2014;Asturias;Nacional;
Día de Asturias;08-09-2014;Asturias;Autonómica;
Fiesta Nacional Española;13-10-2014;Asturias;Nacional;12-10-2014
Día de Todos los Santos;01-11-2014;Asturias;Nacional;
Día de la Constitución Española;06-12-2014;Asturias;Nacional;
Inmaculada Concepción;08-12-2014;Asturias;Nacional;
Natividad del Señor;25-12-2014;Asturias;Autonómica;
Año nuevo;01-01-2013;Asturias;Nacional;
Epifanía del Señor;07-01-2013;Asturias;Nacional;06-01-2013
Viernes Santo;29-03-2013;Asturias;Nacional;
Jueves Santo;28-03-2013;Asturias;Autonómica;
Fiesta del Trabajo;01-05-2013;Asturias;Autonómica;
Asunción de la Virgen;15-08-2013;Asturias;Nacional;
Día de Asturias;09-09-2013;Asturias;Autonómica;08-09-2013
Fiesta Nacional Española;12-10-2013;Asturias;Nacional;
Día de Todos los Santos;01-11-2013;Asturias;Nacional;
Día de la Constitución Española;06-12-2013;Asturias;Nacional;
Inmaculada Concepción;09-12-2013;Asturias;Nacional;08-12-2013
Natividad del Señor;25-12-2013;Asturias;Autonómica;
Epifanía del Señor;06-01-2012;Asturias;Nacional;
Año nuevo (Traslado);02-01-2012;Asturias;Autonómica;
Viernes Santo;06-04-2012;Asturias;Nacional;
Jueves Santo;05-04-2012;Asturias;Autonómica;
Fiesta del Trabajo;01-05-2012;Asturias;Autonómica;
Asunción de la Virgen;15-08-2012;Asturias;Nacional;
Día de Asturias;08-09-2012;Asturias;Autonómica;
San Mateo;21-09-2012;Asturias;Local;
Fiesta Nacional Española;12-10-2012;Asturias;Nacional;
Día de Todos los Santos;01-11-2012;Asturias;Nacional;
Día de la Constitución Española;06-12-2012;Asturias;Nacional;
Inmaculada Concepción;08-12-2012;Asturias;Nacional;
Natividad del Señor;25-12-2012;Asturias;Autonómica;
Año nuevo;01-01-2011;Asturias;Nacional;
Epifanía del Señor;06-01-2011;Asturias;Nacional;
;22-04-2011;Asturias;Nacional;
Jueves Santo;21-04-2011;Asturias;Autonómica;
Fiesta del Trabajo;02-05-2011;Asturias;Autonómica;01-05-2011
Martes del campo;14-06-2011;Asturias;Local;
Asunción de la Virgen;15-08-2011;Asturias;Nacional;
Día de Asturias;08-09-2011;Asturias;Autonómica;
San Mateo;21-09-2011;Asturias;Local;
Fiesta Nacional Española;12-10-2011;Asturias;Nacional;
Día de Todos los Santos;01-11-2011;Asturias;Nacional;
Día de la Constitución Española;06-12-2011;Asturias;Nacional;
Inmaculada Concepción;08-12-2011;Asturias;Nacional;
Natividad del Señor;26-12-2011;Asturias;Autonómica;25-12-2011
Año nuevo;01-01-2010;Asturias;Nacional;
Epifanía del Señor;06-01-2010;Asturias;Nacional;
Fiesta del Trabajo;01-05-2010;Asturias;Autonómica;
Asunción de la Virgen;16-08-2010;Asturias;Nacional;15-08-2010
Día de Asturias;08-09-2010;Asturias;Autonómica;
San Mateo;21-09-2010;Asturias;Local;
Fiesta Nacional Española;12-10-2010;Asturias;Nacional;
Día de Todos los Santos;01-11-2010;Asturias;Nacional;
Día de la Constitución Española;06-12-2010;Asturias;Nacional;
Inmaculada Concepción;08-12-2010;Asturias;Nacional;
Natividad del Señor;25-12-2010;Asturias;Autonómica;
Año nuevo;01-01-2009;Asturias;Nacional;
Epifanía del Señor;06-01-2009;Asturias;Nacional;
Fiesta del Trabajo;01-05-2009;Asturias;Autonómica;
Asunción de la Virgen;15-08-2009;Asturias;Nacional;
Día de Asturias;08-09-2009;Asturias;Autonómica;
San Mateo;21-09-2009;Asturias;Local;
Fiesta Nacional Española;12-10-2009;Asturias;Nacional;
Día de Todos los Santos;02-11-2009;Asturias;Nacional;01-11-2009
Día de la Constitución Española;07-12-2009;Asturias;Nacional;06-12-2009
Inmaculada Concepción;08-12-2009;Asturias;Nacional;
Natividad del Señor;25-12-2009;Asturias;Autonómica;
Año nuevo;01-01-2008;Asturias;Nacional;
Epifanía del Señor;07-01-2008;Asturias;Nacional;06-01-2008
Fiesta del Trabajo;01-05-2008;Asturias;Autonómica;
Asunción de la Virgen;15-08-2008;Asturias;Nacional;
Día de Asturias;08-09-2008;Asturias;Autonómica;
San Mateo;22-09-2008;Asturias;Local;21-09-2008
Fiesta Nacional Española;13-10-2008;Asturias;Nacional;12-10-2008
Día de Todos los Santos;01-11-2008;Asturias;Nacional;
Día de la Constitución Española;06-12-2008;Asturias;Nacional;
Inmaculada Concepción;08-12-2008;Asturias;Nacional;
Natividad del Señor;25-12-2008;Asturias;Autonómica;
Año nuevo;01-01-2007;Asturias;Nacional;
Epifanía del Señor;06-01-2007;Asturias;Nacional;
Fiesta del Trabajo;01-05-2007;Asturias;Autonómica;
Asunción de la Virgen;15-08-2007;Asturias;Nacional;
Día de Asturias;08-09-2007;Asturias;Autonómica;
San Mateo;21-09-2007;Asturias;Local;
Fiesta Nacional Española;12-10-2007;Asturias;Nacional;
Día de Todos los Santos;01-11-2007;Asturias;Nacional;
Día de la Constitución Española;06-12-2007;Asturias;Nacional;
Inmaculada Concepción;08-12-2007;Asturias;Nacional;
Natividad del Señor;25-12-2007;Asturias;Autonómica;
